Price,Title,Location,Date Posted,Description
"$1,300.00","Room For Rent, Single room, Etobicoke, Humber College, Lakeshore",Toronto,< 17 hours ago,"Fully Furnished Place Available!! Etobicoke (Park Lawn & Lakeshore) ***1 Bedroom is available for rent in a wonderful space, in a wonderful building, in a wonderful locality*** Ethnicity, sex, age, ..."
"$3,000.00",ENTIRE 4 BED 2.5 BATH LARGE DETACHED HOME FOR RENT BOWMANVILLE,Bowmanville,< 17 hours ago,- Entire 4 Bedrooms and 2.5 Bathrooms with Hardwood Flooring Throughout and HUGE Backyard Home for Rent in Bowmanville. Great for a Big Family! - Large Kitchen with Tons of Cupboard & Counter Space. ...
"$2,600.00",YONGE/STEELES CONDO FOR RENT - MODERN CORNER 1 BEDROOM + BIG DEN,Thornhill,< 17 hours ago,"Like-New Condition, Almost a 2 Bedroom! 1 Bedroom With a Separate Large Bright Den With Windows That Can Be Used For Office Or 2nd Br! 725 Sq. Ft. Total! Exceptional Boutique Style Minto Water Garden ..."
"$1,700.00",ALL INCLUSIVE 2 BEDROOM Semi-basement in MARKHAM,Markham,< 17 hours ago,"2 BEDROOMS 1 or 2 CAR PARKING basement for rent in the very demanding area (McCowan & Denison) in Markham. Separate entrance, close to schools, grocery stores, bank, restaurants and all amenities. ..."
Free,Basement For Rent In Scarborough! (Morningside and Staines),City of Toronto,< 17 hours ago,• Intersection: Morningside and Staines • BASEMENT AVAILABLE FOR RENT • Viewing Saturdays only • Washer and Dryer shared • Have proof of income For more information please call 647-271-1724 thank ...
"$3,300.00",Condo for rent in Toronto Downtown ( 2 Bed + 2 bath ),Toronto,< 17 hours ago,"15 Lower Jarvis st condo Welcome To This Executive Corner Unit Located At The ""Lighthouse Tower"" By Daniels. With A Walk/Bike/Transit Score Of 100, This Northwest-Facing 2 Bedroom + 2 Bathroom Unit ..."
Please Contact,Brand New Five Bedroom House For Rent,Brampton,< 17 hours ago,"Are you a female looking for a comfortable and spacious room in Brampton? Look no further! We have multiple rooms available for rent at 10 Labrish Road, Brampton, ON L7A5C2. Our rooms are located in ..."
"$2,300.00",2-Bedroom Basement Apartment in Thornhill for Rent,Markham,< 17 hours ago,"AVAILABLE NOW - Bright basement Apartment for Rent in Thornhill (near Toronto, North York, Richmond Hill, Markham). Short or Long-Term Rental. Excellent location. Just RENOVATED!!! Ideal for 1-3 ..."
"$1,900.00",Port Whitby  Rentals,Oshawa / Durham Region,< 17 hours ago,2 Bedroom apartment for Rent in Beautiful Port Whitby $1900.00 Well maintained 2 bedroom apartment for rent with over 950 square feet of living space. (UTILITIES INCLUDED) This building offers an on ...
Please Contact,3 Bedroom house for rent from April 1st,Brampton,< 17 hours ago,"3 Bedroom house available for rent from April 1st on very quite street. Major intersection Torbram rd at Peter robertson rd. Walking distance to Brampton civic hospital, Karol bagh plaza, bus stop ..."
"$3,300.00","House for rent in Malton  ,( 4 Bedrooms and  2 full washrooms)",Mississauga,< 17 hours ago,"4 bedroom and 2 full washrooms, spacious Semi-detached house for rent in the heart of Malton. Walking distance to Westwood Mall, Westwood terminal and Gurughar. Malton Go is close by.( Basement not ..."
"$2,025.00",Upgraded one bedroom apartment at 25 Eccleston Dr - ID 2600,Toronto,28/02/2023,"Akelius one bedroom apartment for rent. DVP & Eglinton Ave East in the North York neighborhood, Toronto. one bedroom suite - 1 bathroom - located on floor 2 - approximately 674 square feet - ..."
"$2,195.00",Beautiful two bedroom main floor of triplex for rent,Oshawa,Yesterday,"Beautiful two bedroom main floor of triplex Very spacious bedrooms Each unit has its own climate control Text, email or call to book a time to see it"
"$2,245.00",1 Bedroom Large Renovated Apartment For Rent in Toronto - 2 Seco,Toronto,25/02/2023,"Main & Danforth, East York, Toronto This is a Luxurious, Completely Renovated 690 Sqft One Bedroom Apartment for Rent with High Quality Finishes: Brand-New Chef-Inspired Kitchen - Contemporary White ..."
"$3,100.00","$3,100 for main floor of Detached House in West Mineola",Mississauga,< 21 hours ago,"$3,100 plus 70% utilities Fully Renovated Main Floor of the Detached bungalow for rent In Mississauga’s best in West Mineola neighbourhood, Best Kenolli School rated one of the best in the country, ..."
"$2,050.00",Newly Renovated One Bedroom Apartments for Rent in Milton!,Mississauga / Peel Region,01/03/2023,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Newly Managed by Realstar!  Millside Apartments Offers Fully Renovated 1 and 2 Bedroom Suites in Downtown Milton.  Office Open Daily!!"
$950.00,Furnished room for rent at Mavis and Eglinton Avenue West,Mississauga,< 17 hours ago,Furnished room for rent at Mavis and Eglinton Avenue West in Mississauga on upper floor of large 5 bedroom house very clean with shared kitchen and Washroom available immediately rent is $ 950$ ...
Please Contact,4 Bedroom house in Brampton for rent,Brampton,< 17 hours ago,"LOCATION NEAR FERNFOREST DR & SANDALWOOD PARKWAY EAST Available April 1st, 2023 (upper level of house) $3500 + 70% utilities (water, gas, hydro, wifi not included) spacious living in a great ..."
"$3,500.00",4 Bedroom House for rent,Brampton,< 17 hours ago,4 Bedroom Detached with 2 car garage Upto 4 parkings Available from 1st April At Walness and McLaughlin Waling distance to Asian food Centre 70% Utilities Working professional welcome Please send me ...
"$1,200.00","Room for rent, female only",Toronto,< 17 hours ago,"1 room in a 2 bedroom basement apartment, shared bathroom and kitchen, female only, Spanish speaking tenant preferred . $1200, everything included Main intersection bayview & finch"
"$1,000.00",One bedroom basement for rent,Brampton,< 17 hours ago,"Only female No parking Separate kitchen Separate bathroom Separate living room This is big two bedroom basement, one bedroom is rented for one Punjabi girl One room is available for sharing or ..."
Please Contact,1 bedroom for rent,Mississauga,< 17 hours ago,"One fully furnished bedroom available on upper floor for couple,boys and girls 5 min walk to malton gurughar.3 minnwalk to bus stop very close to westwood mall. Available from next month"
"$2,800.00",Condo for rent,City of Toronto,< 17 hours ago,"2 specious rooms condo for rent All utilities are included Free wifi,Gym and meeting room available. Step to TTC,Mall,medical offices,library,Grocery stores,parks and Schools. Very close to Highway ..."
"$2,800.00",YONGE/STEELES - MODERN CONDO RENT! CORNER 1 BEDROOM & LARGE DEN,Thornhill,< 17 hours ago,"Like-New Condition, Almost a 2 Bedroom! 1 Bedroom With a Separate Large Bright Den With Windows That Can Be Used For Office Or 2nd Br! 725 Sq. Ft. Total! Exceptional Boutique Style Minto Water Garden ..."
"$2,875.00",Full unit 2 bed/1 bath apartment for rent,Toronto,< 17 hours ago,"Unit: 2 bedroom / 1 bathroom apartment Price: $2,875 Room available: March 1st 2023 Location: York Mills & Leslie Heat and water are included, hydro is extra (About $80 in the summer, $120 in the ..."
"$2,400.00",LUXURY CONDOS WITH 5 STARS AMENITIES FOR RENT,City of Toronto,< 17 hours ago,"***PLEASE READ THE AD FIRST*** *PLEASE DO NOT CONTACT ME IF YOU DON'T HAVE THE REQUIREMENTS. *THIS AD DOES NOT BELONG TO ANY PARTICULAR UNIT. LUXURY CONDOS WITH 5 STARS AMENITIES IN RICHMOND HILL, ..."
"$2,400.00",LUXURY CONDOS WITH GREAT AMENITIES FOR RENT,City of Toronto,< 17 hours ago,"***PLEASE READ THE AD FIRST*** *PLEASE DO NOT CONTACT ME IF YOU DON'T HAVE THE REQUIREMENTS. *THIS AD DOES NOT BELONG TO ANY PARTICULAR UNIT. LUXURY CONDOS WITH 5 STARS AMENITIES IN RICHMOND HILL, ..."
$900.00,room for rent,Brampton,< 17 hours ago,"Basement have 2 rooms, one extra large room . only kitchen and bathroom shearing with another room person.available april 1. everything included, also internet. we are looking only working person, ..."
$800.00,Bedroom for rent.,Brampton,< 17 hours ago,One bedroom is available for rent in brand new house. With one car parking. Caledon. Please call for more details. 647-505-4960.
$600.00,Sharing room for rent for 1 girl,Mississauga / Peel Region,< 17 hours ago,Sharing room for 1 girl for $600 plus utilities. High speed internet and laundry included. Near Frescho and Westwood Mall.
"$1,900.00",2BHK Bsmt $1900 1st May in Brampton at Dixie/Countryside,Brampton,< 17 hours ago,"2BHK Bsmt $1900 1st May in Brampton at Dixie/Countryside Pls call 6475817874 Only serious inquiries Rent - $1900 plus 30% urilities 1 parking included Extra Parking -$75 Close to Walmart, Chalo ..."
$900.00,Pickering Bungalow for rent!,Pickering,< 17 hours ago,"Main floor 3 bedrooms, 1.5 bath Kitchen, living room, dining room Basement floor is occupied by other tenants. Plenty of parking space and backyard space. Comfortable for 3-4 people. Ideal for ..."
$950.00,Bright room for rent Hyw7/Yonge,Vaughan,< 17 hours ago,Room for rent available immediately ⁃ Private Room for rent in a beautiful neighbourhood ⁃ 5 houses far from Yonge street. A minute drive from Yong/hyw7 and Yonge/407ETR ⁃ about a minute walk to buss ...
"$2,990.00",House For Rent In Bowmanville,Bowmanville,< 17 hours ago,"Due to the high volume of inquiries, please provide yourself a brief description to make the application processing faster This Beautiful 2 Storey Corner Lot Home Like A Semi Detached Is Just Steps ..."
"$1,200.00",$1200 May 1st furnished/no lease/Parking,Toronto,< 17 hours ago,Rent Advertisement $1200 May 1st furnished/parking/ no lease *more pictures are coming. I had some technical difficulties. There also a new very nice bed frame that I haven’t had time to assemble and ...
Please Contact,Basement for Rent,Toronto,< 17 hours ago,"One full room available for two Punjabi Girls Etobicoke Toronto April 01, 2023 - Rent $375 per person - Bed. Mattress. Microwave, Toaster, - Separate Entrance to the basement. - Fully Air-conditioned ..."
"$1,750.00",CAR DEALERSHIP  UP TO 5 CARS AND OFFICE FOR RENT IN SCARBOROUGH,Toronto,< 17 hours ago,Prime location in scarborouugh on Danforth avenue east of Pharmacy avenue . lots of trafic. private office separate .other dealerships around . 4 Parking' OMVIC and CITY APPROVED. Great location for ...
"$2,400.00",Rent 3 bed-room + 2 bath basement ~For 1 small family,Toronto,< 17 hours ago,"ATTN: For 1 small family. Be the first to live in this brand new three BR + two bath BSMT apartment of detached house with separate entrance, 1 parking. Located in Agincourt North of Scarborough ..."
$750.00,Room for rent @ Bramalea City Center,Brampton,< 17 hours ago,Available from 15th March! +++++++++++++++++++++++++ *** Very good place for studious or working professional *** *Single Separate 1 bedroom(Single bed + computer table & Chair) available in ...
$550.00,A shared/ private room for rent in Brampton - Queen & McLaughlin,Brampton,< 17 hours ago,"I bedroom with private bath, private kitchen and living room available for rent. There are two other bedroom, 1 bath and 1 kitchen that have 4 girls there. females only. Shared $550 Private - $1000 . ..."
"$1,000.00",Rooms for students available  to rent in Oshawa.,Hampton,< 17 hours ago,Room available from February 1st to rent for a single person. Shared living room kitchen and bathroom. Please contact me if interested. Opposite Oshawa centre. Close to Durham college an UOIT. Fully ...
"$1,100.00",one basement room with a private washroom for rent,Toronto,< 17 hours ago,"Quiet and comfortable room. Private washroom. utility included. Convenient to public transit, restaruants, bank and grocery. parking available."
"$1,050.00",Beautiful sub Master Bedroom for rent in North York (No Sharing),Toronto,< 17 hours ago,"353 Goldenwood Rd, North York, ON $1050 sub master bedrooms with a shared newly renovated washroom and state of the art kitchen. (1 person only, no sharing or couples) The room comes with the highest ..."
"$2,850.00",Downtown Luxury 1BR condo inclusive rent lake and CN tower views,Toronto,< 17 hours ago,"Rent is inclusve of all utilities and internet , roof top gym and many other amenities in this luxury condo building a King Subway with Path connection. On high floors with spectacular views and lots ..."
$300.00,Shared storage (garage) space for rent,Toronto,< 17 hours ago,- Easy to access from main road - Convenient location - Long or short term rental
"$1,300.00","Room For Rent, Single room, Etobicoke, Humber College, Lakeshore",Toronto,< 17 hours ago,"Fully Furnished Place Available!! Etobicoke (Park Lawn & Lakeshore) ***1 Bedroom is available for rent in a wonderful space, in a wonderful building, in a wonderful locality*** Ethnicity, sex, age, ..."
